"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 16 11:47:44 CST 2020","Wed Sep 16 11:47:45 CST 2020","263","interface.thingInspectionRule_test","test_updateThingInspectionRule","TestUpdateThingInspectionRule","","","test_1[variable0]",""
"passed","Wed Sep 16 17:03:31 CST 2020","Wed Sep 16 17:03:37 CST 2020","6593","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_4[update]",""
"passed","Wed Sep 16 11:45:54 CST 2020","Wed Sep 16 11:45:54 CST 2020","217","interface.department_test","test_deleteDepartment","TestDeleteDepartment","","","test_1",""
"passed","Wed Sep 16 16:10:39 CST 2020","Wed Sep 16 16:10:42 CST 2020","2065","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_5[update]",""
"passed","Wed Sep 16 11:56:14 CST 2020","Wed Sep 16 11:56:19 CST 2020","4626","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_7[audit_feed_reject]",""
"passed","Wed Sep 16 11:48:56 CST 2020","Wed Sep 16 11:48:56 CST 2020","323","interface.thingMaintenanceRule_test","test_queryThingMaintenanceRules","TestQueryThingMaintenanceRules","","","test_query_thing",""
"passed","Wed Sep 16 11:45:52 CST 2020","Wed Sep 16 11:45:52 CST 2020","63","interface.Role_test","test_createRole","TestCreateRole","","","test_2[variable0]",""
"passed","Wed Sep 16 11:48:49 CST 2020","Wed Sep 16 11:48:55 CST 2020","5754","interface.thingInspection_test","test_updateThingInspection","TestUpdateThingInspection","","","test_2[variable0]",""
"passed","Wed Sep 16 11:46:45 CST 2020","Wed Sep 16 11:46:46 CST 2020","1298","interface.sparePartReceipt_test","test_updateSparePartReceipt","TestUpdateSparePartReceipt","","","test_2[variable0]",""
"passed","Wed Sep 16 11:45:55 CST 2020","Wed Sep 16 11:45:56 CST 2020","964","interface.employee_test","test_deleteEmployees","TestDeleteEmployees","","","test_1",""
"passed","Wed Sep 16 11:55:15 CST 2020","Wed Sep 16 11:55:32 CST 2020","16497","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_5",""
"passed","Wed Sep 16 11:49:41 CST 2020","Wed Sep 16 11:49:51 CST 2020","10149","interface.thingMaintenance_test","test_queryThingMaintenance","TestQueryThingMaintenance","","","test_query",""
"passed","Thu Sep 17 18:23:28 CST 2020","Thu Sep 17 18:23:28 CST 2020","292","interface.thingRepair_test","test_createThingRepair","TestCreateThingRepair","","","test_2[variable0]",""
"passed","Wed Sep 16 11:45:53 CST 2020","Wed Sep 16 11:45:53 CST 2020","310","interface.Role_test","test_updateRole","TestUpdateRole","","","test_1[variable0]",""
"passed","Wed Sep 16 11:48:56 CST 2020","Wed Sep 16 11:48:56 CST 2020","180","interface.thingMaintenanceRule_test","test_queryThingMaintenanceRule","TestQueryThingMaintenanceRule","","","test_query_thing",""
"passed","Wed Sep 16 17:03:47 CST 2020","Wed Sep 16 17:03:59 CST 2020","11709","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_5[update]",""
"passed","Wed Sep 16 11:50:32 CST 2020","Wed Sep 16 11:50:41 CST 2020","9131","interface.thingMaintenance_test","test_updateThingMaintenance","TestUpdateThingMaintenance","","","test_2[variable0]",""
"passed","Wed Sep 16 11:46:06 CST 2020","Wed Sep 16 11:46:06 CST 2020","2","interface.file_test","test_uploadFile","TestUploadFile","","","test_import_right[upload_file4]",""
"passed","Wed Sep 16 11:59:42 CST 2020","Wed Sep 16 12:00:02 CST 2020","20348","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_11[feed]",""
"broken","Wed Sep 16 16:11:15 CST 2020","Wed Sep 16 16:11:15 CST 2020","17","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_7[feed]",""
"passed","Wed Sep 16 11:56:48 CST 2020","Wed Sep 16 11:56:59 CST 2020","11137","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_8[audit_feed_pass]",""
"passed","Wed Sep 16 11:46:09 CST 2020","Wed Sep 16 11:46:09 CST 2020","3","interface.file_test","test_uploadFile","TestUploadFile","","","test_import_right[upload_file9]",""
"passed","Wed Sep 16 11:51:31 CST 2020","Wed Sep 16 11:52:04 CST 2020","32725","interface.thingRepair_test","test_queryThingRepairs","TestQueryThingRepairs","","","test_query_thing",""
"passed","Wed Sep 16 17:05:23 CST 2020","Wed Sep 16 17:05:29 CST 2020","6297","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_7[audit_feed_pass]",""
"passed","Wed Sep 16 11:46:16 CST 2020","Wed Sep 16 11:46:20 CST 2020","4868","interface.sparePartOutBound_test","test_querySparePartOutbounds","TestQuerySparePartOutbounds","","","test_query_thing",""
"passed","Wed Sep 16 11:52:16 CST 2020","Wed Sep 16 11:52:19 CST 2020","3434","interface.thing_test","test_deleteThings","TestDeleteThings","","","test_1",""
"passed","Wed Sep 16 11:46:43 CST 2020","Wed Sep 16 11:46:45 CST 2020","1471","interface.sparePartReceipt_test","test_updateSparePartReceipt","TestUpdateSparePartReceipt","","","test_1[variable0]",""
"passed","Wed Sep 16 17:36:27 CST 2020","Wed Sep 16 17:36:27 CST 2020","232","interface.thingMaintenanceRule_test","test_createThingMaintenanceRule","TestCreateThingMaintenanceRule","","","test_1[variable0]",""
"passed","Wed Sep 16 11:50:21 CST 2020","Wed Sep 16 11:50:32 CST 2020","10726","interface.thingMaintenance_test","test_updateThingMaintenance","TestUpdateThingMaintenance","","","test_1[variable0]",""
"failed","Wed Sep 16 11:46:14 CST 2020","Wed Sep 16 11:46:16 CST 2020","1353","interface.sparePartOutBound_test","test_querySparePartOutbound","TestQuerySparePartOutbound","","","test_query_thing",""
"passed","Wed Sep 16 11:48:23 CST 2020","Wed Sep 16 11:48:41 CST 2020","18017","interface.thingInspection_test","test_queryThingInspections","TestQueryThingInspections","","","test_query_thing",""
"passed","Wed Sep 16 11:46:10 CST 2020","Wed Sep 16 11:46:10 CST 2020","3","interface.file_test","test_uploadFile","TestUploadFile","","","test_import_right[upload_file10]",""
"passed","Wed Sep 16 17:04:21 CST 2020","Wed Sep 16 17:04:36 CST 2020","14883","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_6[audit_feed_pass]",""
"failed","Wed Sep 16 16:10:56 CST 2020","Wed Sep 16 16:11:03 CST 2020","6793","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_6[feed]",""
"passed","Wed Sep 16 16:09:29 CST 2020","Wed Sep 16 16:09:44 CST 2020","15630","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_2",""
"passed","Wed Sep 16 11:46:03 CST 2020","Wed Sep 16 11:46:03 CST 2020","3","interface.file_test","test_uploadFile","TestUploadFile","","","test_add_right[upload_file6]",""
"passed","Wed Sep 16 11:56:04 CST 2020","Wed Sep 16 11:56:09 CST 2020","5163","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_7[feed]",""
"passed","Wed Sep 16 12:00:50 CST 2020","Wed Sep 16 12:01:10 CST 2020","20555","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_11[audit_feed_pass]",""
"passed","Wed Sep 16 11:46:08 CST 2020","Wed Sep 16 11:46:08 CST 2020","2","interface.file_test","test_uploadFile","TestUploadFile","","","test_import_right[upload_file7]",""
"passed","Wed Sep 16 12:01:33 CST 2020","Wed Sep 16 12:01:51 CST 2020","18563","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_11[audit_stop]",""
"passed","Wed Sep 16 11:46:11 CST 2020","Wed Sep 16 11:46:11 CST 2020","3","interface.file_test","test_uploadFile","TestUploadFile","","","test_import_right[upload_file11]",""
"passed","Wed Sep 16 16:10:32 CST 2020","Wed Sep 16 16:10:35 CST 2020","3537","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_4[audit_feed_pass]",""
"passed","Wed Sep 16 17:03:20 CST 2020","Wed Sep 16 17:03:25 CST 2020","4996","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_4[audit_feed_pass]",""
"passed","Wed Sep 16 11:56:27 CST 2020","Wed Sep 16 11:56:38 CST 2020","11028","interface.workFlow_test","test_thingRepairFlow","TestThingRepairWorkFlow","","","test_8[audit_pass]",""
"failed","Wed Sep 16 11:52:09 CST 2020","Wed Sep 16 11:52:14 CST 2020","4658","interface.thingRepair_test","test_updateThingRepair","TestUpdateThingRepair","","","test_2[variable0]",""
"passed","Wed Sep 16 17:34:50 CST 2020","Wed Sep 16 17:34:51 CST 2020","152","interface.thingInspectionRule_test","test_createThingInspectionRule","TestCreateThingInspectionRule","","","test_2[variable0]",""
"passed","Wed Sep 16 16:10:43 CST 2020","Wed Sep 16 16:10:46 CST 2020","2853","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_5[audit_feed_reject]",""
"passed","Wed Sep 16 17:03:25 CST 2020","Wed Sep 16 17:03:31 CST 2020","5556","interface.workFlow_test","test_thingMaintanenceFlow","TestThingMaintenanceWorkFlow","","","test_4[audit_feed_reject]",""
"passed","Wed Sep 16 17:35:32 CST 2020","Wed Sep 16 17:35:32 CST 2020","527","interface.thingMaintenance_test","test_createThingMaintenance","TestCreateThingMaintenance","","","test_2[variable0]",""
"passed","Wed Sep 16 17:35:25 CST 2020","Wed Sep 16 17:35:32 CST 2020","7238","interface.thingMaintenance_test","test_createThingMaintenance","TestCreateThingMaintenance","","","test_1[variable0]",""
"passed","Wed Sep 16 11:46:00 CST 2020","Wed Sep 16 11:46:00 CST 2020","3","interface.file_test","test_uploadFile","TestUploadFile","","","test_add_right[upload_file0]",""
"passed","Wed Sep 16 16:10:42 CST 2020","Wed Sep 16 16:10:43 CST 2020","1914","interface.workFlow_test","test_thingInspectionFlow","TestThingInspectionWorkFlow","","","test_5[audit_feed_pass]",""
"passed","Wed Sep 16 11:47:41 CST 2020","Wed Sep 16 11:47:42 CST 2020","1169","interface.thingInspectionRule_test","test_exportThingInspectionRules","TestQueryExportThingInspectionRules","","","test",""
